table_name,risk_level,risk_type,observation,recommendation
cmms_jobrequest_mst,MEDIUM,DATE_AS_TEXT,Column JR_TNC_VERSION appears temporal but is varchar(10).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_jobrequest_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_jobrequest_project_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_lineitem_mst,MEDIUM,DATE_AS_TEXT,Column LITM_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_lineitem_mst,MEDIUM,DATE_AS_TEXT,Column LITM_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_lineitem_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_parameter_master,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: CategoryID, SrID",Validate relationships before using joins or cascading lifecycle operations.
cmms_parameter_master,MEDIUM,DATE_AS_TEXT,Column CategoryDescription appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_parameter_master,MEDIUM,DATE_AS_TEXT,Column created_by appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_parameter_master,MEDIUM,DATE_AS_TEXT,Column updated_by appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_parameter_master,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_po_item_dtl,HIGH,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
cmms_po_item_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_po_mst,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: PO_ID, PO_INDENT_NO, PO_VENDORID, PO_NO",Validate relationships before using joins or cascading lifecycle operations.
cmms_po_mst,MEDIUM,DATE_AS_TEXT,Column PO_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_po_mst,MEDIUM,DATE_AS_TEXT,Column PO_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_po_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_po_payment_dtl,HIGH,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
cmms_po_payment_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_po_receive_dtl,HIGH,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
cmms_po_receive_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_product_mst,MEDIUM,DATE_AS_TEXT,Column PROD_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_product_mst,MEDIUM,DATE_AS_TEXT,Column PROD_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_product_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_proj_mst,MEDIUM,DATE_AS_TEXT,Column PR_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_proj_mst,MEDIUM,DATE_AS_TEXT,Column PR_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_proj_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_pur_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_pur_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_schedule_eqip_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_schedule_mst,MEDIUM,DATE_AS_TEXT,Column SC_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_schedule_mst,MEDIUM,DATE_AS_TEXT,Column SC_UPDATED_BY appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_schedule_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_section_mst,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: SM_ID, SM_HEAD_PH_NO, SM_HEAD_USER_ID",Validate relationships before using joins or cascading lifecycle operations.
cmms_section_mst,MEDIUM,DATE_AS_TEXT,Column SM_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_section_mst,MEDIUM,DATE_AS_TEXT,Column SM_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_section_mst,MEDIUM,DATE_AS_TEXT,Column SM_HEAD_DESIGNATION appears temporal but is varchar(200).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_section_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_supplier_mfr,HIGH,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
cmms_supplier_mfr,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_task_mst,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: TSK_ID, TSK_EMP_ID",Validate relationships before using joins or cascading lifecycle operations.
cmms_task_mst,MEDIUM,DATE_AS_TEXT,Column TSK_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_task_mst,MEDIUM,DATE_AS_TEXT,Column TSK_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
cmms_task_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
cmms_vendor_doc_spec,HIGH,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
cmms_vendor_doc_spec,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
departments,MEDIUM,DATE_AS_TEXT,Column department_description appears temporal but is varchar(500).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
departments,MEDIUM,DATE_AS_TEXT,Column created_by appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
departments,MEDIUM,DATE_AS_TEXT,Column updated_by appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
departments,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
equipment_status_history,MEDIUM,DATE_AS_TEXT,Column from_status appears temporal but is varchar(30).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
equipment_status_history,MEDIUM,DATE_AS_TEXT,Column to_status appears temporal but is varchar(30).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
equipment_status_history,MEDIUM,DATE_AS_TEXT,Column transitioned_by appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
equipment_status_history,MEDIUM,DATE_AS_TEXT,Column reason appears temporal but is varchar(500).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
equipment_status_history,MEDIUM,DATE_AS_TEXT,Column related_job_card appears temporal but is varchar(9).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
equipment_status_history,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
export_audit,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: export_id, actor_employee_id",Validate relationships before using joins or cascading lifecycle operations.
export_audit,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
job_request_accessories,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
job_request_status_history,MEDIUM,DATE_AS_TEXT,Column from_status appears temporal but is varchar(30).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
job_request_status_history,MEDIUM,DATE_AS_TEXT,Column to_status appears temporal but is varchar(30).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
job_request_status_history,MEDIUM,DATE_AS_TEXT,Column transitioned_by appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
job_request_status_history,MEDIUM,DATE_AS_TEXT,Column reason appears temporal but is varchar(500).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
job_request_status_history,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
login_audit,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: audit_id, employee_id",Validate relationships before using joins or cascading lifecycle operations.
login_audit,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
permissions,MEDIUM,DATE_AS_TEXT,Column permission_code appears temporal but is varchar(80).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
permissions,MEDIUM,DATE_AS_TEXT,Column action appears temporal but is varchar(60).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
permissions,MEDIUM,DATE_AS_TEXT,Column description appears temporal but is varchar(255).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
permissions,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
refresh_tokens,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
roles,MEDIUM,DATE_AS_TEXT,Column role_description appears temporal but is varchar(255).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
roles,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
role_permissions,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
schema_migrations,MEDIUM,DATE_AS_TEXT,Column migration_id appears temporal but is varchar(120).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
schema_migrations,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
sections,MEDIUM,DATE_AS_TEXT,Column section_code appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
sections,MEDIUM,DATE_AS_TEXT,Column section_name appears temporal but is varchar(150).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
sections,MEDIUM,DATE_AS_TEXT,Column section_description appears temporal but is varchar(500).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
sections,MEDIUM,DATE_AS_TEXT,Column created_by appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
sections,MEDIUM,DATE_AS_TEXT,Column updated_by appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
sections,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
sysdiagrams,MEDIUM,POSSIBLE_MISSING_FK,"Contains identifier-like columns but no FK parsed: principal_id, diagram_id",Validate relationships before using joins or cascading lifecycle operations.
sysdiagrams,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
tmpcaldtl,HIGH,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
tmpcaldtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
users,MEDIUM,DATE_AS_TEXT,Column created_by appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
users,MEDIUM,DATE_AS_TEXT,Column updated_by appears temporal but is varchar(20).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
users,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
user_roles,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_accessright_mst,MEDIUM,DATE_AS_TEXT,Column ACC_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_accessright_mst,MEDIUM,DATE_AS_TEXT,Column ACC_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_accessright_mst,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 3221 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_accessright_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_cal_jobcard_feedback_spec,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_cal_jobcard_feedback_spec,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_cf001,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_cf001,MEDIUM,DATE_AS_TEXT,Column CHKL_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_cf001,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 6 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_cf001,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_cf002,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_cf002,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 553 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_cf002,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_cf003,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_cf003,MEDIUM,DATE_AS_TEXT,Column CHKL_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_cf003,MEDIUM,DATE_AS_TEXT,Column CHKL_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_cf003,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 570 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_cf003,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_cf004,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_cf004,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 3449 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_cf004,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_chklistvendor,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_chklistvendor,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 238 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_chklistvendor,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_jobcard_insp_maint_dtl,MEDIUM,DATE_AS_TEXT,Column JMD_AttendedBy appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_jobcard_insp_maint_dtl,MEDIUM,DATE_AS_TEXT,Column JMD_NotAcceptedReason appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_jobcard_insp_maint_dtl,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_module_mst,MEDIUM,DATE_AS_TEXT,Column MOD_NAVIGATE_URL appears temporal but is varchar(100).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_module_mst,MEDIUM,DATE_AS_TEXT,Column MOD_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_module_mst,MEDIUM,DATE_AS_TEXT,Column MOD_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_module_mst,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 163 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_module_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_parameter_master_bkp,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_parameter_master_bkp,MEDIUM,DATE_AS_TEXT,Column CategoryDescription appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_parameter_master_bkp,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 4 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_parameter_master_bkp,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_parameter_master_incharge,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_parameter_master_incharge,MEDIUM,DATE_AS_TEXT,Column CategoryDescription appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_parameter_master_incharge,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 9 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_parameter_master_incharge,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_parameter_master_jun2016,MEDIUM,NO_PRIMARY_KEY,No primary key found in parsed DDL/ALTER statements.,Do not build write APIs on this table until a stable key strategy is confirmed.
_legacy_parameter_master_jun2016,MEDIUM,DATE_AS_TEXT,Column CategoryDescription appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_parameter_master_jun2016,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 233 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_parameter_master_jun2016,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_role_mst,MEDIUM,DATE_AS_TEXT,Column ROLE_CREATED_BY appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_role_mst,MEDIUM,DATE_AS_TEXT,Column ROLE_UPDATED_BY appears temporal but is varchar(50).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_role_mst,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 23 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_role_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_section_user_mst,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 294 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_section_user_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
_legacy_userrole_mst,MEDIUM,DATE_AS_TEXT,Column USER_CREATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_userrole_mst,MEDIUM,DATE_AS_TEXT,Column USER_UPDATED_BY appears temporal but is varchar(7).,Normalize in API layer; avoid direct date arithmetic without STR_TO_DATE/validated parsing.
_legacy_userrole_mst,LOW,LEGACY_DATA_PRESENT,Isolated legacy table still contains 565 rows.,Keep preserved for audit/history; do not expose in new module unless migration bridge is approved.
_legacy_userrole_mst,LOW,CHARSET_UTF8_LEGACY,"Table charset is utf8 / utf8_unicode_ci, not utf8mb4.",Keep stable during MVP; plan charset standardization only after backup + regression tests.
